treatment_effect,shared_proportion,noise_scale,seed,raw_gap,regression_outcome,regression_aipw,career_outcome,career_aipw,dragonnet_outcome,dragonnet_aipw,projection_outcome,projection_aipw,r_learner_outcome,regression_mse,career_mse,dragonnet_mse,projection_mse,regression_nll,career_nll,dragonnet_nll,projection_nll,regression_rl_obj,career_rl_obj,dragonnet_rl_obj,projection_rl_obj,r_learner_rl_obj,true_regression_rl_obj,true_career_rl_obj,true_dragonnet_rl_obj,true_projection_rl_obj,true_r_learner_rl_obj,regression_abs_calibration_error,career_abs_calibration_error,dragonnet_abs_calibration_error,projection_abs_calibration_error,r_learner_abs_calibration_error,regression_squared_calibration_error,career_squared_calibration_error,dragonnet_squared_calibration_error,projection_squared_calibration_error,r_learner_squared_calibration_error
0.0,0.0,0.1,0,-0.7471263869767761,-0.5702898963790924,-0.7351069878487638,-0.38329169698060206,-0.5915984268924325,-0.36405097011011234,-0.6140570531036689,-0.3737387097676243,-0.5950380945980875,-0.3659124996037859,2.460907587256387,1.9924870207819914,1.9770820645713327,2.0240906399487226,0.6665176577297817,0.6541118083352356,0.6534935327311463,0.6551963390580133,1.9209663469545466,1.922253590124508,1.9265960516659597,1.9262810147599683,1.9282789283948885,0.055860157892380816,0.03405177701021652,0.0314104876116221,0.0337588130041677,0.039541081435199875,0.32116253973190295,0.29378562596380636,0.26535894941418914,0.32030497857712253,0.3007306396152313,0.1610905129225484,0.14365423267994143,0.10954293295619996,0.15389074418814813,0.1412988922378988
0.0,0.0,0.1,1,0.4799262483840918,0.3753492277037614,0.49541874425627247,0.4782427222302996,0.5525741625084984,0.4732815021225451,0.5832236228145558,0.4812670561800042,0.5717663745471122,0.47532903630237466,0.8942905097024908,0.6225140814326209,0.6355386140920777,0.6324189697164966,0.6893498547586608,0.6655486868611069,0.6719749232020062,0.664751978725353,0.6305807896009211,0.6236231354115929,0.6234915840990133,0.621777188416956,0.6193506851458707,0.027836977029189712,0.03831954181377508,0.03853835802292442,0.039863775557348755,0.04184631438873821,0.19670509195173352,0.14385224707213123,0.15481755452379473,0.15172231790276633,0.1663836405823733,0.056585452006228915,0.028713429151406903,0.03464519963287052,0.039853184956499636,0.04086388016303903
0.0,0.0,0.1,2,0.898453940771097,1.2754294886301725,0.8932165804571163,0.9557772681541684,0.7818283391706393,1.0512680089979436,0.847267294301342,1.1237713440806363,0.8557565794107088,0.6721320625419932,3.4276081583248454,2.9652807743739245,2.9181562198423605,3.0479107906148,0.6911346381613367,0.6776863911306138,0.6802528553236851,0.6782727483703307,2.8516420892092973,2.7764748262759036,2.793806287064095,2.7881152677119436,2.805915580197598,0.2686962631013359,0.15334541282332678,0.18776776153897612,0.23824081854582455,0.08044153687441166,0.4303491280344867,0.32299278176851026,0.35499010673272374,0.3992288619352356,0.3109681863985346,0.2835655835336339,0.15642303764252097,0.1874863637012874,0.26437440989767025,0.15102656835828807
0.0,0.0,0.1,3,-0.661650952765758,-1.1648113004311456,-0.6792960794575618,-1.2595234651827651,-0.8165910169243222,-1.3001008442684154,-0.8141001463978009,-0.7780492185533764,-0.8356105090974748,-0.7469939688125747,4.846744141920368,4.371628291266121,4.372730619872697,4.5440070666719965,0.6615666430280688,0.634728042769114,0.6352934842296108,0.6340083080834396,4.330140486341361,4.35602702115359,4.371963084421046,4.28956320646828,4.2768977446491245,0.1932321436038771,0.24412685361544395,0.2591018096998635,0.10679965153679419,0.08824856028346459,0.5405256691223633,0.619007008498278,0.6310725274605935,0.3794168141942174,0.3307341502279199,0.4202854475733963,0.549151612928309,0.5865794238651505,0.24176189983285576,0.17408816268040772
0.0,0.0,0.1,4,-0.26631757894104524,-0.3924442846347753,-0.2936830554846015,-0.3361512560171296,-0.24170919951316902,-0.216288367046687,-0.2296259001251125,-0.32768601209644066,-0.22675013929760096,-0.2736931706985812,3.2039816581019775,2.9301522086115144,2.899808170213333,3.0525362278271313,0.6871035317158177,0.6774332581011234,0.6821072081390006,0.6839991020046362,2.8644040822131864,2.869157181091185,2.8504386351037128,2.865799041580784,2.8528182372507027,0.03994314196991214,0.06869851127215078,0.029847321183817676,0.06348706917010336,0.026192711371391817,0.26038229231871773,0.3357898079527745,0.2526442076367832,0.3528755124297559,0.28580922484635596,0.11845839352078333,0.1843025741647602,0.10939721936421744,0.18649295139336228,0.12998117580928534
0.0,0.0,0.1,5,-2.2821939288114037,-2.422682265489766,-2.2053057185786846,-2.1352638828630854,-2.2069478509272296,-2.282370655845895,-2.1680546832258547,-2.2594516116139367,-2.196663385382393,-2.230451913983876,3.5009062445200723,3.336886227082026,3.3317244528759082,3.3914789830926924,0.6495277907399243,0.6375708426043942,0.6380631972848094,0.6399487763675589,3.4070086582601777,3.304897417196963,3.3023525122382273,3.3595053495606804,3.260653630097772,0.9195954568655603,0.7963484803307693,0.9290060420049885,0.8997451045863614,0.8568976506738373,0.3873399173019395,0.3959202208788613,0.4312266624456149,0.43428249086009374,0.4058172060849053,0.23555483372759864,0.24135025296496246,0.32138815534980814,0.43560025318028667,0.2650318895388318
0.0,0.0,0.1,6,0.3579992827162462,0.29329548673125044,0.349975677956343,0.3358340029091148,0.3695115723518888,0.3350957713401055,0.36945659100096456,0.3458987234975581,0.3719306356698489,0.33127227158854666,0.3925603323397801,0.24471860433021986,0.26501141948724044,0.24387704076719915,0.675881777069965,0.6650227076672761,0.6775559603491293,0.6658428697836988,0.257876684062865,0.255128262515647,0.2553599964844757,0.25437005889945796,0.2564145917546996,0.022297998151042317,0.026177619952112555,0.026157099978853727,0.027869648533197594,0.024669107371195414,0.10520122864855729,0.08593509156459538,0.08834837063582833,0.08989014594147754,0.09619665067059366,0.018169973349964393,0.010459170889197353,0.01337851765666387,0.013794474854497274,0.013986374818332384
0.0,0.0,0.1,7,-0.3623249063363521,-0.14974979484077933,-0.37037001207544357,-0.1317095892880788,-0.32872685718377054,-0.07215313867168247,-0.3265947903239238,-0.12793654402864385,-0.33172796618865563,-0.1685183728399875,1.393532392098021,1.324541204473156,1.331106540146584,1.337667562404216,0.6928590809098524,0.686554564762046,0.6898406934755039,0.685840003822584,1.300545687101317,1.307695675994603,1.3081947962315599,1.3157149881592591,1.3008896074661556,0.016621112576938057,0.017180647107168167,0.011668178375782552,0.022335138614855136,0.017579065205257986,0.26423343719663256,0.28204801005866426,0.2697482737332813,0.28470990181230993,0.23810118715345538,0.09541532850074583,0.12266271363885144,0.10501874008465138,0.14469920127129465,0.09117309285638674
0.0,0.0,0.1,8,-0.44913349093551536,-0.5469380726749293,-0.45621326186339595,-0.44213462280869725,-0.3651180022190255,-0.39457000809817483,-0.3733187172942383,-0.4293980467313258,-0.3736727308336974,-0.35118388742770856,1.4828089431371385,1.174409219065255,1.157612036973644,1.247592209774162,0.6877541440471461,0.6633029389155146,0.6696668309551704,0.6638284436949674,1.170633996602287,1.1532658879952067,1.1540526405838978,1.1604091446604268,1.1595459478599963,0.07594881260602851,0.0660585795187436,0.05140536780526845,0.06919221306256758,0.03519231042237287,0.21945469160513487,0.16968723947023562,0.16186789330797613,0.20211771298965178,0.1882559987108494,0.07342838396019008,0.04934347228742984,0.04451788176611496,0.06853080972365828,0.05707756151933092
0.0,0.0,0.1,9,0.08704718459295491,0.05337463431234094,0.07869370264051956,0.02402864727447122,0.03174917210376112,0.014339056790010478,0.03259972059447052,0.02984991328497197,0.03567960125602132,0.021163430172779475,1.3679801388629667,1.159404929788676,1.167107444160323,1.20477315901446,0.6567507254304039,0.6404790988325523,0.6469807226622072,0.6409100415157672,1.1945721636566888,1.1937071209846508,1.1938260263496852,1.1939239189409259,1.1933610827119254,0.012766335145660857,0.012363062897212765,0.011888802768559237,0.013373347169225197,0.010662907492480512,0.19544270796391433,0.1699856864006997,0.18110162945337585,0.16953060405649217,0.18809538200394013,0.06518078062433301,0.04138623000097164,0.04703842080295544,0.042747958333724745,0.055100095037049705
